file,true_label,attack,params,baseline_prob,perturbed_prob,delta,prediction_flipped
real_1,0,white_noise,{'snr_db': 20},0.20915988838112795,0.3379380276660371,0.12877813928490914,False
real_1,0,white_noise,{'snr_db': 10},0.20915988838112795,0.23823292509928543,0.029073036718157474,False
real_1,0,white_noise,{'snr_db': 5},0.20915988838112795,0.29383512048752414,0.08467523210639619,False
real_1,0,white_noise,{'snr_db': 0},0.20915988838112795,0.15487498047428888,-0.05428490790683907,False
real_1,0,pink_noise,{'snr_db': 20},0.20915988838112795,0.3002137712705509,0.09105388288942293,False
real_1,0,pink_noise,{'snr_db': 10},0.20915988838112795,0.8612565851636376,0.6520966967825096,True
real_1,0,pink_noise,{'snr_db': 5},0.20915988838112795,0.8649599119368343,0.6558000235557063,True
real_1,0,pink_noise,{'snr_db': 0},0.20915988838112795,0.8498253956325538,0.6406655072514258,True
real_1,0,mp3_compress,{'bitrate_kbps': 128},0.20915988838112795,0.15935581139201277,-0.04980407698911518,False
real_1,0,mp3_compress,{'bitrate_kbps': 64},0.20915988838112795,0.1523184475093455,-0.056841440871782445,False
real_1,0,mp3_compress,{'bitrate_kbps': 32},0.20915988838112795,0.15489056848599245,-0.054269319895135504,False
real_1,0,opus_compress,{'bitrate_kbps': 64},0.20915988838112795,0.38008272682951016,0.1709228384483822,False
real_1,0,opus_compress,{'bitrate_kbps': 32},0.20915988838112795,0.338085593539102,0.12892570515797405,False
real_1,0,opus_compress,{'bitrate_kbps': 16},0.20915988838112795,0.3726910067976038,0.16353111841647586,False
real_1,0,opus_compress,{'bitrate_kbps': 8},0.20915988838112795,0.33726814868136923,0.12810826030024128,False
real_1,0,pitch_shift,{'n_semitones': -2},0.20915988838112795,0.14025873507212086,-0.06890115330900709,False
real_1,0,pitch_shift,{'n_semitones': -1},0.20915988838112795,0.16014881301187034,-0.04901107536925761,False
real_1,0,pitch_shift,{'n_semitones': 1},0.20915988838112795,0.14631806092700797,-0.06284182745411998,False
real_1,0,pitch_shift,{'n_semitones': 2},0.20915988838112795,0.13080156973195928,-0.07835831864916867,False
real_1,0,time_stretch,{'rate': 0.9},0.20915988838112795,0.21174491864977282,0.0025850302686448723,False
real_1,0,time_stretch,{'rate': 0.95},0.20915988838112795,0.14817817199620442,-0.06098171638492353,False
real_1,0,time_stretch,{'rate': 1.05},0.20915988838112795,0.1700655924784881,-0.03909429590263985,False
real_1,0,time_stretch,{'rate': 1.1},0.20915988838112795,0.17365669246379095,-0.035503195917337,False
real_2,0,white_noise,{'snr_db': 20},0.12922800416793956,0.47495036405898067,0.3457223598910411,False
real_2,0,white_noise,{'snr_db': 10},0.12922800416793956,0.4153616336672554,0.28613362949931587,False
real_2,0,white_noise,{'snr_db': 5},0.12922800416793956,0.34719585782378365,0.2179678536558441,False
real_2,0,white_noise,{'snr_db': 0},0.12922800416793956,0.36293406385747023,0.23370605968953068,False
real_2,0,pink_noise,{'snr_db': 20},0.12922800416793956,0.23841272313875284,0.10918471897081328,False
real_2,0,pink_noise,{'snr_db': 10},0.12922800416793956,0.7185783249572996,0.58935032078936,True
real_2,0,pink_noise,{'snr_db': 5},0.12922800416793956,0.8331293969773744,0.7039013928094349,True
real_2,0,pink_noise,{'snr_db': 0},0.12922800416793956,0.7954548209728081,0.6662268168048685,True
real_2,0,mp3_compress,{'bitrate_kbps': 128},0.12922800416793956,0.13173852796580157,0.002510523797862013,False
real_2,0,mp3_compress,{'bitrate_kbps': 64},0.12922800416793956,0.13393689284053845,0.004708888672598888,False
real_2,0,mp3_compress,{'bitrate_kbps': 32},0.12922800416793956,0.13113893106587418,0.0019109268979346228,False
real_2,0,opus_compress,{'bitrate_kbps': 64},0.12922800416793956,0.36223187551187325,0.2330038713439337,False
real_2,0,opus_compress,{'bitrate_kbps': 32},0.12922800416793956,0.3773732834085966,0.24814527924065705,False
real_2,0,opus_compress,{'bitrate_kbps': 16},0.12922800416793956,0.37421667499085526,0.2449886708229157,False
real_2,0,opus_compress,{'bitrate_kbps': 8},0.12922800416793956,0.3561125922123406,0.22688458804440104,False
real_2,0,pitch_shift,{'n_semitones': -2},0.12922800416793956,0.12157145717908795,-0.007656546988851612,False
real_2,0,pitch_shift,{'n_semitones': -1},0.12922800416793956,0.11720664894723161,-0.01202135522070795,False
real_2,0,pitch_shift,{'n_semitones': 1},0.12922800416793956,0.12045495494209157,-0.008773049225847984,False
real_2,0,pitch_shift,{'n_semitones': 2},0.12922800416793956,0.12204748432805171,-0.00718051983988785,False
real_2,0,time_stretch,{'rate': 0.9},0.12922800416793956,0.12011772877320577,-0.009110275394733788,False
real_2,0,time_stretch,{'rate': 0.95},0.12922800416793956,0.12336569645005538,-0.00586230771788418,False
real_2,0,time_stretch,{'rate': 1.05},0.12922800416793956,0.11739196872245408,-0.011836035445485477,False
real_2,0,time_stretch,{'rate': 1.1},0.12922800416793956,0.11717334410793462,-0.01205466006000494,False
fake_1,1,white_noise,{'snr_db': 20},0.8501264094685036,0.7723850717280616,-0.07774133774044201,False
fake_1,1,white_noise,{'snr_db': 10},0.8501264094685036,0.6706987650191458,-0.17942764444935777,False
fake_1,1,white_noise,{'snr_db': 5},0.8501264094685036,0.6490856302195456,-0.20104077924895802,False
fake_1,1,white_noise,{'snr_db': 0},0.8501264094685036,0.4942971445614767,-0.3558292649070269,True
fake_1,1,pink_noise,{'snr_db': 20},0.8501264094685036,0.8621677600967591,0.01204135062825551,False
fake_1,1,pink_noise,{'snr_db': 10},0.8501264094685036,0.8829837476989314,0.0328573382304278,False
fake_1,1,pink_noise,{'snr_db': 5},0.8501264094685036,0.882085168836567,0.03195875936806336,False
fake_1,1,pink_noise,{'snr_db': 0},0.8501264094685036,0.8471113922248804,-0.003015017243623186,False
fake_1,1,mp3_compress,{'bitrate_kbps': 128},0.8501264094685036,0.6039802059114975,-0.24614620355700612,False
fake_1,1,mp3_compress,{'bitrate_kbps': 64},0.8501264094685036,0.5004146913777413,-0.3497117180907623,False
fake_1,1,mp3_compress,{'bitrate_kbps': 32},0.8501264094685036,0.5565435555304804,-0.2935828539380232,False
fake_1,1,opus_compress,{'bitrate_kbps': 64},0.8501264094685036,0.3600718057907839,-0.4900546036777197,True
fake_1,1,opus_compress,{'bitrate_kbps': 32},0.8501264094685036,0.3877948101270787,-0.46233159934142487,True
fake_1,1,opus_compress,{'bitrate_kbps': 16},0.8501264094685036,0.3624764450129713,-0.48764996445553227,True
fake_1,1,opus_compress,{'bitrate_kbps': 8},0.8501264094685036,0.3377969639525718,-0.5123294455159317,True
fake_1,1,pitch_shift,{'n_semitones': -2},0.8501264094685036,0.2446000042089227,-0.6055264052595809,True
fake_1,1,pitch_shift,{'n_semitones': -1},0.8501264094685036,0.3497345218397848,-0.5003918876287188,True
fake_1,1,pitch_shift,{'n_semitones': 1},0.8501264094685036,0.5729376794174825,-0.27718873005102107,False
fake_1,1,pitch_shift,{'n_semitones': 2},0.8501264094685036,0.5152113052764614,-0.3349151041920422,False
fake_1,1,time_stretch,{'rate': 0.9},0.8501264094685036,0.6650656838728846,-0.18506072559561904,False
fake_1,1,time_stretch,{'rate': 0.95},0.8501264094685036,0.7171798786074912,-0.13294653086101238,False
fake_1,1,time_stretch,{'rate': 1.05},0.8501264094685036,0.7121041389509991,-0.1380222705175045,False
fake_1,1,time_stretch,{'rate': 1.1},0.8501264094685036,0.7007355228931533,-0.14939088657535027,False
fake_2,1,white_noise,{'snr_db': 20},0.3766687763968588,0.5745410258682618,0.19787224947140303,True
fake_2,1,white_noise,{'snr_db': 10},0.3766687763968588,0.5233582912581358,0.14668951486127702,True
fake_2,1,white_noise,{'snr_db': 5},0.3766687763968588,0.6342462024429545,0.2575774260460957,True
fake_2,1,white_noise,{'snr_db': 0},0.3766687763968588,0.6074116668827286,0.23074289048586982,True
fake_2,1,pink_noise,{'snr_db': 20},0.3766687763968588,0.4492605533567302,0.0725917769598714,False
fake_2,1,pink_noise,{'snr_db': 10},0.3766687763968588,0.8659223273522393,0.4892535509553805,True
fake_2,1,pink_noise,{'snr_db': 5},0.3766687763968588,0.8820734722395976,0.5054046958427388,True
fake_2,1,pink_noise,{'snr_db': 0},0.3766687763968588,0.8509797429553507,0.4743109665584919,True
fake_2,1,mp3_compress,{'bitrate_kbps': 128},0.3766687763968588,0.29528658592969276,-0.08138219046716605,False
fake_2,1,mp3_compress,{'bitrate_kbps': 64},0.3766687763968588,0.29702002124156185,-0.07964875515529696,False
fake_2,1,mp3_compress,{'bitrate_kbps': 32},0.3766687763968588,0.32202624689267473,-0.05464252950418408,False
fake_2,1,opus_compress,{'bitrate_kbps': 64},0.3766687763968588,0.4551774164314535,0.07850864003459468,False
fake_2,1,opus_compress,{'bitrate_kbps': 32},0.3766687763968588,0.3090926418651238,-0.067576134531735,False
fake_2,1,opus_compress,{'bitrate_kbps': 16},0.3766687763968588,0.3403633480790607,-0.036305428317798094,False
fake_2,1,opus_compress,{'bitrate_kbps': 8},0.3766687763968588,0.35157727413775786,-0.02509150225910095,False
fake_2,1,pitch_shift,{'n_semitones': -2},0.3766687763968588,0.12341960567459122,-0.2532491707222676,False
fake_2,1,pitch_shift,{'n_semitones': -1},0.3766687763968588,0.21630367339350942,-0.16036510300334939,False
fake_2,1,pitch_shift,{'n_semitones': 1},0.3766687763968588,0.1304249232041651,-0.2462438531926937,False
fake_2,1,pitch_shift,{'n_semitones': 2},0.3766687763968588,0.11873763132522674,-0.25793114507163206,False
fake_2,1,time_stretch,{'rate': 0.9},0.3766687763968588,0.14825213495695602,-0.22841664143990278,False
fake_2,1,time_stretch,{'rate': 0.95},0.3766687763968588,0.2767127093725183,-0.09995606702434051,False
fake_2,1,time_stretch,{'rate': 1.05},0.3766687763968588,0.18816776398809126,-0.18850101240876754,False
fake_2,1,time_stretch,{'rate': 1.1},0.3766687763968588,0.21002328610112347,-0.16664549029573533,False
